"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2018-10-31,268126,"East Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",605,591200,-0.00118263220138537,-0.00152001351123121,0.0458163806828233,,,"2018-08","2018-Q3",593700,-0.00421088091628769,"2018-07"
2018-10-31,403536,"Ost - South Union","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",606,118900,-0.00251677852348993,-0.00751252086811352,0.132380952380952,,,"2018-08","2018-Q3",119900,-0.00834028356964137,"2018-06"
2018-10-31,399418,"West Salem","OR","Salem","Marion County","Salem",607,313000,0.00805152979066022,0.0245499181669394,0.0890744606819763,,,"2018-10","2018-Q4",313000,0,"2018-10"
2018-10-31,190055,"Riverside","NJ","New York-Newark-Jersey City","Passaic County","Paterson",608,239200,0.0144189991518236,0.0372940156114484,0.190049751243781,,,"2007-02","2007-Q1",342500,-0.301605839416058,"2004-10"
2018-10-31,276606,"The Plaza","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",609,676900,0.00281481481481481,0.00460077174235678,0.013020053876085,,,"2018-10","2018-Q4",676900,0,"2018-10"
2018-10-31,13094,"Okolona","KY","Louisville/Jefferson County","Jefferson County","Louisville",610,139500,0.00794797687861272,0.0227272727272727,0.0504518072289157,,,"2018-10","2018-Q4",139500,0,"2018-10"
2018-10-31,274159,"Juniata Park","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",611,107300,0.00751173708920188,0.0297504798464491,0.224885844748858,,,"2018-10","2018-Q4",107300,0,"2018-10"
2018-10-31,403544,"Fairbanks - Northwest Crossing","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",612,171900,-0.00174216027874564,-0.0097926267281106,0.0468940316686967,,,"2018-07","2018-Q3",173600,-0.0097926267281106,"2018-05"
2018-10-31,268410,"Point Loma Heights","CA","San Diego-Carlsbad","San Diego County","San Diego",613,798500,-0.00150056271101663,0.00465525918470055,0.0748418360479203,,,"2018-09","2018-Q3",799700,-0.00150056271101663,"2018-08"
2018-10-31,276009,"Western Branch North","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City","Chesapeake",614,241500,0.00961538461538462,0.0224386113463167,0.0387096774193548,,,"2007-02","2007-Q1",263100,-0.0820980615735462,"2006-01"
2018-10-31,46114,"Lake Shore","MD","Baltimore-Columbia-Towson","Anne Arundel County","Pasadena",615,358900,0.00504060487258471,0.00984805852560495,0.0521841102316036,,,"2006-06","2006-Q2",390600,-0.0811571940604199,"2005-05"
2018-10-31,271458,"Macgregor","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",616,321500,0.00155763239875389,0.0031201248049922,0.0702396804260985,,,"2018-10","2018-Q4",321500,0,"2018-10"
2018-10-31,232872,"East Houston","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",617,93700,0.00861141011840689,0.0240437158469945,0.0399556048834628,,,"2018-10","2018-Q4",93700,0,"2018-10"
2018-10-31,42798,"North Bay Shore","NY","New York-Newark-Jersey City","Suffolk County","Islip",618,302400,0.012387010378306,0.0264765784114053,0.0742451154529307,,,"2007-03","2007-Q1",374500,-0.192523364485981,"2005-01"
2018-10-31,274928,"Ottawa","OH","Toledo","Lucas County","Toledo",619,61900,0,0.0248344370860927,0.139963167587477,,,"2004-11","2004-Q4",91900,-0.326441784548422,"1998-08"
2018-10-31,343427,"Diamond Head-Kapahulu-St. Louis","HI","Urban Honolulu","Honolulu County","Honolulu",620,1011400,0.00257731958762887,0.0272191752996141,0.0853095825732375,,,"2018-10","2018-Q4",1011400,0,"2018-10"
2018-10-31,273222,"Chatham","IL","Chicago-Naperville-Elgin","Cook County","Chicago",621,142200,0.00708215297450425,0.0164403145103645,-0.0699803793328973,,,"2007-11","2007-Q4",190100,-0.251972645975802,"2004-07"
2018-10-31,268537,"University","CA","Riverside-San Bernardino-Ontario","Riverside County","Riverside",622,380700,-0.000262605042016807,0.0255926724137931,0.10958904109589,,,"2006-08","2006-Q3",391500,-0.0275862068965517,"2006-02"
2018-10-31,268219,"Inner Richmond","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",623,2067300,-0.00246091488129705,0.00101685066821615,0.0945044472681067,,,"2018-08","2018-Q3",2074500,-0.003470715835141,"2018-08"
2018-10-31,269014,"Hollywood Hills","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Hollywood",624,359000,0.00195367010884733,0.00363433044450657,0.0637037037037037,,,"2006-06","2006-Q2",391700,-0.083482256829206,"2005-08"
2018-10-31,207477,"Santa Clara","OR","Eugene","Lane County","Eugene",625,290400,0.00241629271660338,0.0104384133611691,0.0847964138961524,,,"2018-10","2018-Q4",290400,0,"2018-10"
2018-10-31,761268,"Irving Heights","TX","Dallas-Fort Worth-Arlington","Dallas County","Irving",626,177000,0.00169779286926995,0.0184119677790564,0.0946196660482375,,,"2018-10","2018-Q4",177000,0,"2018-10"
2018-10-31,395435,"Islip","NY","New York-Newark-Jersey City","Suffolk County","Islip",627,347600,0.010758941552777,0.0317601662214307,0.0536526220066687,,,"2006-08","2006-Q3",418900,-0.170207686798759,"2004-09"
2018-10-31,133207,"Kaimuki","HI","Urban Honolulu","Honolulu County","Honolulu",628,1149800,0.00209168554993899,0.0153655951960438,0.102925659472422,,,"2018-10","2018-Q4",1149800,0,"2018-10"
2018-10-31,7314,"Sun City","CA","Riverside-San Bernardino-Ontario","Riverside County","Menifee",629,263200,-0.00189609404626469,0.00881563817554619,0.0668828536684232,,,"2006-06","2006-Q2",274000,-0.0394160583941606,"2005-07"
2018-10-31,272887,"Beach Haven","FL","Jacksonville","Duval County","Jacksonville",630,310100,0.00193861066235864,0.00878334417696812,0.061622731941116,,,"2006-09","2006-Q3",313000,-0.00926517571884984,"2006-07"
2018-10-31,268970,"East Arlington","FL","Jacksonville","Duval County","Jacksonville",631,245800,0.00531697341513293,0.011522633744856,0.0603968938740293,,,"2018-10","2018-Q4",245800,0,"2018-10"
2018-10-31,269720,"Old Aurora","LA","New Orleans-Metairie","Orleans Parish","New Orleans",632,164600,0.00857843137254902,0.00549786194257789,0.0236318407960199,,,"2007-01","2007-Q1",172200,-0.0441347270615563,"2006-06"
2018-10-31,233960,"Heights","MT","Billings","Yellowstone County","Billings",633,239200,0.00800674252001686,0.0191734128674904,0.0997701149425287,,,"2018-10","2018-Q4",239200,0,"2018-10"
2018-10-31,274879,"Old Colorado City","CO","Colorado Springs","El Paso County","Colorado Springs",634,256900,0.0142123963679432,0.037979797979798,0.120855148342059,,,"2018-10","2018-Q4",256900,0,"2018-10"
2018-10-31,268591,"Weston Ranch","CA","Stockton-Lodi","San Joaquin County","Stockton",635,341200,0.0038246543100912,0.0175961825231136,0.0887045309508615,,,"2005-12","2005-Q4",450900,-0.243291195387004,"2004-10"
2018-10-31,267922,"Downtown","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",636,295500,0.00784447476125512,0.0217842323651452,0.0883977900552486,,,"2018-10","2018-Q4",295500,0,"2018-10"
2018-10-31,276488,"Nuuanu-Punchbowl","HI","Urban Honolulu","Honolulu County","Honolulu",637,881000,0.00318833978592576,0.0110167546476934,0.0571154307655388,,,"2018-10","2018-Q4",881000,0,"2018-10"
2018-10-31,276258,"Citrus Grove","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Glendale",638,523100,0.0127783155856728,0.0246816846229187,0.0569812083249141,,,"2018-10","2018-Q4",523100,0,"2018-10"
2018-10-31,268384,"Outer Sunset","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",639,1324900,0.00599848139711465,0.0260997521685254,0.126328317606053,,,"2018-10","2018-Q4",1324900,0,"2018-10"
2018-10-31,270102,"Dayton's Bluff","MN","Minneapolis-St. Paul-Bloomington","Ramsey County","Saint Paul",640,170700,0.00352733686067019,0.00707964601769911,0.103425985778927,,,"2005-09","2005-Q3",172400,-0.00986078886310905,"2005-07"
2018-10-31,244793,"Kings Grant","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",641,367600,0.00218102508178844,0.00547045951859956,0.0360766629086809,,,"2006-03","2006-Q1",382300,-0.0384514778969396,"2005-09"
2018-10-31,270953,"Turtle Bay","NY","New York-Newark-Jersey City","New York County","New York",642,1061000,-0.00841121495327103,-0.0309617316649922,0.0168679317615488,,,"2018-04","2018-Q2",1119000,-0.0518319928507596,"2017-12"
2018-10-31,269381,"Midtown","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",643,301100,0.00803481754268497,0.014829794405123,0.0925253991291727,,,"2018-10","2018-Q4",301100,0,"2018-10"
2018-10-31,22899,"South Weymouth","MA","Boston-Cambridge-Newton","Norfolk County","Weymouth",644,407100,0.00345082573330047,0.00692555033391046,0.0481462409886715,,,"2018-10","2018-Q4",407100,0,"2018-10"
2018-10-31,43998,"Avenel","NJ","New York-Newark-Jersey City","Middlesex County","Woodbridge",645,271300,0.00518710633567988,0.00742666171555886,0.049922600619195,,,"2006-08","2006-Q3",328700,-0.174627319744448,"2005-02"
2018-10-31,762250,"Alden Bridge","TX","Houston-The Woodlands-Sugar Land","Montgomery County","The Woodlands",646,309900,-0.00128907508862391,-0.00193236714975845,0.031968031968032,,,"2016-02","2016-Q1",311000,-0.00353697749196141,"2016-01"
2018-10-31,137841,"Clearing","IL","Chicago-Naperville-Elgin","Cook County","Chicago",647,214900,0.00233208955223881,-0.00463177396943029,0.0432038834951456,,,"2007-02","2007-Q1",267700,-0.197235711617482,"2004-04"
2018-10-31,154729,"Highlands","MA","Boston-Cambridge-Newton","Middlesex County","Lowell",648,314800,0.00127226463104326,0.00865107337391862,0.0700203942895989,,,"2018-10","2018-Q4",314800,0,"2018-10"
2018-10-31,233290,"Flour Bluff","TX","Corpus Christi","Nueces County","Corpus Christi",649,164900,0.00243161094224924,0.00733048259010385,0.0714749837556855,,,"2018-10","2018-Q4",164900,0,"2018-10"
2018-10-31,271622,"Vance Jackson","TX","San Antonio-New Braunfels","Bexar County","San Antonio",650,216300,0.0116931711880262,0.0364159080019166,0.109799897383273,,,"2018-10","2018-Q4",216300,0,"2018-10"
2018-10-31,206775,"Eagle Creek","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",651,141900,0.00924608819345661,0.0252890173410405,0.0974477958236659,,,"2018-10","2018-Q4",141900,0,"2018-10"
2018-10-31,15191,"Highview","KY","Louisville/Jefferson County","Jefferson County","Louisville",652,160500,0.00438047559449312,0.0126182965299685,0.0408560311284047,,,"2018-10","2018-Q4",160500,0,"2018-10"
2018-10-31,273465,"DeVeaux","OH","Toledo","Lucas County","Toledo",653,81600,-0.0048780487804878,-0.00850546780072904,0.0434782608695652,,,"2005-09","2005-Q3",108500,-0.247926267281106,"1999-09"
2018-10-31,271391,"Franklin Park","TX","Austin-Round Rock","Travis County","Austin",654,188600,0.000530503978779841,-0.00789058390320884,0.0501113585746102,,,"2018-07","2018-Q3",190100,-0.00789058390320884,"2018-06"
2018-10-31,268337,"Nob Hill","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",655,1507900,-0.00350251123447,-0.0242024202420242,-0.022747893713545,,,"2018-05","2018-Q2",1563900,-0.035807916107168,"2017-09"
2018-10-31,276165,"Wynwood - Edgewater","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami",656,341300,-0.00292141396435875,0.00205519671168526,0.0308064028994262,,,"2006-07","2006-Q3",365100,-0.0651876198301835,"2006-01"
2018-10-31,3942,"Cameron Park","CA","Sacramento--Roseville--Arden-Arcade","El Dorado County","Shingle Springs",657,454800,0.0011005943209333,0.00486080424215643,0.0557103064066852,,,"2006-01","2006-Q1",467700,-0.0275817831943554,"2005-08"
2018-10-31,116774,"Mount Washington","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",658,831900,0.000962579713632535,0,0.0570520965692503,,,"2018-10","2018-Q4",831900,0,"2018-10"
2018-10-31,115122,"Foothill Farms","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",659,285300,0.00175561797752809,0.0138592750533049,0.0705440900562852,,,"2005-12","2005-Q4",321600,-0.112873134328358,"2004-12"
2018-10-31,33683,"Riverside","RI","Providence-Warwick","Providence County","East Providence",660,231800,0.00563991323210412,0.00563991323210412,0.0436740207113913,,,"2006-05","2006-Q2",257400,-0.0994560994560995,"2004-07"
2018-10-31,228163,"McEwen","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County","Franklin",661,390200,0.00360082304526749,0.00748773560547379,0.0435945439957208,,,"2018-10","2018-Q4",390200,0,"2018-10"
2018-10-31,268247,"Lake Murray","CA","San Diego-Carlsbad","San Diego County","San Diego",662,600800,0,0.00417850576633796,0.0466898954703833,,,"2018-10","2018-Q4",600800,0,"2018-10"
2018-10-31,403220,"Prospect Heights","NY","New York-Newark-Jersey City","Kings County","New York",663,1087800,-0.00036757948906451,-0.00919938063575918,-0.0507025045815516,,,"2017-09","2017-Q3",1155400,-0.0585078760602389,"2017-03"
2018-10-31,269015,"Hollywood Lakes","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Hollywood",664,398200,0.00100553041729512,0.000753958280975119,0.0145222929936306,,,"2006-07","2006-Q3",441700,-0.0984831333484265,"2005-07"
2018-10-31,403537,"Astrodome Area","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",665,130800,-0.00380807311500381,-0.00833965125094769,0.0323599052880821,,,"2016-09","2016-Q3",132400,-0.0120845921450151,"2016-06"
2018-10-31,268220,"Inner Sunset","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",666,1710100,-0.003089658388714,-0.00540886355705479,0.0496562730174319,,,"2018-08","2018-Q3",1721800,-0.00679521431060518,"2018-04"
2018-10-31,121668,"Adams Morgan","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",667,557000,0.00288080662585524,0.000538889886833124,-0.0238345601121626,,,"2017-07","2017-Q3",574200,-0.029954719609892,"2017-01"
2018-10-31,273693,"Fall Creek","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",668,198200,0.0101936799184506,0.0253491981376099,0.116619718309859,,,"2018-10","2018-Q4",198200,0,"2018-10"
2018-10-31,270164,"Summit-University","MN","Minneapolis-St. Paul-Bloomington","Ramsey County","Saint Paul",669,229500,0.00174596246180707,0.00305944055944056,0.0408163265306122,,,"2018-10","2018-Q4",229500,0,"2018-10"
2018-10-31,273875,"Greater Avenues","UT","Salt Lake City","Salt Lake County","Salt Lake City",670,519300,0.0128730251609128,0.036733879017768,0.0944151738672287,,,"2018-10","2018-Q4",519300,0,"2018-10"
2018-10-31,403141,"University Village - Little Italy","IL","Chicago-Naperville-Elgin","Cook County","Chicago",671,297000,0.00202429149797571,0.00814663951120163,0.0334029227557411,,,"2007-07","2007-Q3",326100,-0.0892364305427783,"2005-11"
2018-10-31,275830,"Upper Roseville","NJ","New York-Newark-Jersey City","Essex County","Newark",672,265300,0.0098972211648268,0.0359234673955486,0.071486268174475,,,"2007-04","2007-Q2",377500,-0.297218543046358,"2004-07"
2018-10-31,154235,"Charlestown","MA","Boston-Cambridge-Newton","Suffolk County","Boston",673,729600,0.00247320692497939,0.00926822520403929,0.0641773628938156,,,"2018-10","2018-Q4",729600,0,"2018-10"
2018-10-31,254627,"Washington","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Sunnyvale",674,1886600,-0.000105999576001696,-0.00908661169179054,0.129700598802395,,,"2018-07","2018-Q3",1903900,-0.00908661169179054,"2018-06"
2018-10-31,207230,"Montavilla","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",675,360000,-0.00826446280991736,-0.0158556588299617,0.0230179028132992,,,"2018-07","2018-Q3",365800,-0.0158556588299617,"2018-01"
2018-10-31,269573,"Avondale","IL","Chicago-Naperville-Elgin","Cook County","Chicago",676,375500,0.00427921904252474,0.0129484758564877,0.0413200221852468,,,"2018-10","2018-Q4",375500,0,"2018-10"
2018-10-31,271089,"Five Oaks - Triple Creek","OR","Portland-Vancouver-Hillsboro","Washington County","Beaverton",677,395100,0.00534351145038168,0.0107444359171144,0.0405583355280485,,,"2018-10","2018-Q4",395100,0,"2018-10"
2018-10-31,274207,"Providence","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",678,298300,0.0105013550135501,0.0372044506258693,0.123540489642185,,,"2006-05","2006-Q2",368400,-0.19028230184582,"2004-06"
2018-10-31,763778,"Wilshire-Montana","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Santa Monica",679,1258600,0.00744416873449132,0.0168040071093876,0.0735243944046401,,,"2018-10","2018-Q4",1258600,0,"2018-10"
2018-10-31,121754,"Logan Circle","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",680,582700,0.00448198586450612,0.0116319444444444,0.039607493309545,,,"2018-10","2018-Q4",582700,0,"2018-10"
2018-10-31,271252,"West End","RI","Providence-Warwick","Providence County","Providence",681,162800,0.0143302180685358,0.0415866922584773,0.200589970501475,,,"2006-09","2006-Q3",203000,-0.198029556650246,"2004-09"
2018-10-31,271178,"Fishtown","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",682,281800,0.00463458110516934,0.0158615717375631,0.0796934865900383,,,"2018-10","2018-Q4",281800,0,"2018-10"
2018-10-31,403330,"Heart of Chicago","IL","Chicago-Naperville-Elgin","Cook County","Chicago",683,242800,0.0244725738396625,0.0863534675615212,0.265901981230448,,,"2007-05","2007-Q2",247100,-0.0174018615944962,"2007-03"
2018-10-31,269207,"Tampa Palms","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",684,287100,0.00244413407821229,-0.0204708290685773,-0.0093167701863354,,,"2006-08","2006-Q3",337300,-0.14882893566558,"2005-10"
2018-10-31,273842,"Golden Glades - The Woods","FL","Jacksonville","Duval County","Jacksonville",685,270900,0.00333333333333333,0.00631500742942051,0.058203125,,,"2018-10","2018-Q4",270900,0,"2018-10"
2018-10-31,762249,"Grogan's Mill","TX","Houston-The Woodlands-Sugar Land","Montgomery County","The Woodlands",686,254900,0.0131160572337043,0.0228731942215088,0.0253419147224457,,,"2017-04","2017-Q2",258000,-0.012015503875969,"2017-02"
2018-10-31,251473,"Northeast Tacoma","WA","Seattle-Tacoma-Bellevue","Pierce County","Tacoma",687,414900,0.00508720930232558,0.0087527352297593,0.0935687928307855,,,"2018-10","2018-Q4",414900,0,"2018-10"
2018-10-31,270622,"Desert Shores","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",688,316100,0.00636739891754218,0.0233085140822273,0.119730782855119,,,"2006-05","2006-Q2",362600,-0.128240485383343,"2004-10"
2018-10-31,273873,"Great Bridge East","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City","Chesapeake",689,339300,0.00592943966795138,0.0155642023346304,0.0427166564228642,,,"2007-04","2007-Q2",347900,-0.0247197470537511,"2006-01"
2018-10-31,271990,"Magnolia","WA","Seattle-Tacoma-Bellevue","King County","Seattle",690,927200,-0.000538967338579282,-0.0127768313458262,0.0335525582432282,,,"2018-05","2018-Q2",949000,-0.0229715489989463,"2018-01"
2018-10-31,274503,"Merriam Park","MN","Minneapolis-St. Paul-Bloomington","Ramsey County","Saint Paul",691,332500,0,0.00120445648900933,0.01931330472103,,,"2018-08","2018-Q3",332600,-0.000300661455201443,"2018-08"
2018-10-31,762251,"Sterling Ridge","TX","Houston-The Woodlands-Sugar Land","Montgomery County","The Woodlands",692,437500,-0.00432407828857533,-0.0144176616355035,0.0320830384524652,,,"2016-06","2016-Q2",452800,-0.0337897526501767,"2015-08"
2018-10-31,274371,"Lower Peters Canyon","CA","Los Angeles-Long Beach-Anaheim","Orange County","Irvine",693,946100,0.00201228553272612,0.0121964266609607,0.0405851297844259,,,"2018-10","2018-Q4",946100,0,"2018-10"
2018-10-31,113036,"Tanque Verde","AZ","Tucson","Pima County","Tucson",694,391500,0.00539291217257319,0.0192658161936996,0.0392885585346429,,,"2006-04","2006-Q2",470700,-0.168260038240918,"2005-05"
2018-10-31,268390,"Paradise Hills","CA","San Diego-Carlsbad","San Diego County","San Diego",695,455500,0.00352500550782111,0.0162873717090585,0.0317100792751982,,,"2006-06","2006-Q2",461300,-0.0125731628007804,"2005-08"
2018-10-31,216249,"Tacony","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",696,131300,0.00922367409684858,0.0338582677165354,0.119352088661552,,,"2018-10","2018-Q4",131300,0,"2018-10"
2018-10-31,269596,"Mount Greenwood","IL","Chicago-Naperville-Elgin","Cook County","Chicago",697,235100,0.000425531914893617,-0.00296861747243427,0.0547330641543293,,,"2006-05","2006-Q2",256700,-0.0841449162446436,"2005-08"
2018-10-31,273888,"Green Valley Ranch","NV","Las Vegas-Henderson-Paradise","Clark County","Henderson",698,382200,0.00684931506849315,0.0265914585012087,0.0989074180563542,,,"2006-06","2006-Q2",429300,-0.109713487071978,"2004-10"
2018-10-31,343487,"Blueberry Hill-Brigadoon-Stoneybrook-Baralto","KY","Lexington-Fayette","Fayette County","Lexington",699,137100,0.0014609203798393,-0.00507982583454282,0.0595054095826893,,,"2018-07","2018-Q3",137800,-0.00507982583454282,"2018-06"
2018-10-31,273519,"Dutchtown","MO","St. Louis","Saint Louis City","Saint Louis",700,60300,-0.00165562913907285,-0.0211038961038961,-0.0163132137030995,,,"2007-04","2007-Q2",105700,-0.429517502365184,"2001-01"
2018-10-31,276063,"Whitmer - Trilby","OH","Toledo","Lucas County","Toledo",701,96600,0.00520291363163372,0.0147058823529412,0.0387096774193548,,,"2005-05","2005-Q2",113400,-0.148148148148148,"2001-04"
2018-10-31,753762,"North High School","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",702,98400,0.0282131661442006,0.0813186813186813,0.228464419475655,,,"1996-01","1996-Q1",100800,-0.0238095238095238,
2018-10-31,623421,"Ortega","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Sunnyvale",703,2051500,-0.00320684126135756,-0.0119919090733963,0.0926182360460162,,,"2018-05","2018-Q2",2102700,-0.024349645693632,"2018-03"
2018-10-31,247231,"Seatack","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",704,284400,0.000351741118536757,0.00140845070422535,0.00601344181110718,,,"2007-07","2007-Q3",306500,-0.0721044045676998,"2005-09"
2018-10-31,753820,"Lower Moyamensing","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",705,192200,0.0110468174644924,0.0350026925148088,0.0951566951566952,,,"2018-10","2018-Q4",192200,0,"2018-10"
2018-10-31,753779,"Near Southeast","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",706,66200,-0.00301204819277108,0.0076103500761035,0.310891089108911,,,"2006-12","2006-Q4",76000,-0.128947368421053,
2018-10-31,272010,"Wedgwood","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",707,202400,0.00847035376183358,0.0310748853795211,0.125695216907675,,,"2018-10","2018-Q4",202400,0,"2018-10"
2018-10-31,272733,"Ala Moana-Kakaako","HI","Urban Honolulu","Honolulu County","Honolulu",708,634600,-0.00267169574100267,0.0084220562529795,0.101736111111111,,,"2018-09","2018-Q3",636300,-0.00267169574100267,"2018-08"
2018-10-31,250788,"Greenwood","WA","Seattle-Tacoma-Bellevue","King County","Seattle",709,692700,-0.00172935581495893,-0.0091546273780575,0.0265263781861292,,,"2018-06","2018-Q2",701900,-0.0131072802393503,"2018-01"
2018-10-31,271615,"University Place","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",710,759800,-0.00157687253613666,-0.00601779173207745,0.0215111589136865,,,"2018-07","2018-Q3",764400,-0.00601779173207745,"2018-05"
2018-10-31,264485,"Garden City","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",711,82100,0.00984009840098401,0.0327044025157233,0.229041916167665,,,"2006-01","2006-Q1",86000,-0.0453488372093023,"2005-05"
2018-10-31,273903,"Greenwood","NY","New York-Newark-Jersey City","Kings County","New York",712,860300,-0.012398117322925,-0.0178102523119078,-0.0714516999460335,,,"2017-10","2017-Q4",926500,-0.0714516999460335,"2017-03"
2018-10-31,738031,"South Gateway","OR","Salem","Marion County","Salem",713,317100,0.00955109837631328,0.0209272376046362,0.0972318339100346,,,"2018-10","2018-Q4",317100,0,"2018-10"
2018-10-31,252248,"Wallingford","WA","Seattle-Tacoma-Bellevue","King County","Seattle",714,922800,-0.00302506482281763,-0.0148393295612256,0.0146234194612424,,,"2018-03","2018-Q1",951800,-0.0304685858373608,"2017-12"
2018-10-31,273509,"DRNAG","CA","Riverside-San Bernardino-Ontario","San Bernardino County","San Bernardino",715,278900,0.00179597701149425,0.0160291438979964,0.101935993678388,,,"2006-08","2006-Q3",326100,-0.144740877031585,"2005-09"
2018-10-31,268001,"Ardenwood","CA","San Francisco-Oakland-Hayward","Alameda County","Fremont",716,1165600,0.0205761316872428,0.0473537604456824,0.189630536844254,,,"2018-10","2018-Q4",1165600,0,"2018-10"
2018-10-31,403550,"Denver Harbor - Port Houston","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",717,101400,-0.0164888457807953,-0.0126582278481013,0.130434782608696,,,"2018-08","2018-Q3",104000,-0.025,"2018-06"
2018-10-31,274133,"Jefferson","OH","Cleveland-Elyria","Cuyahoga County","Cleveland",718,72700,0.0139470013947001,0.023943661971831,0.120184899845917,,,"2005-12","2005-Q4",89300,-0.185890257558791,"1999-07"
2018-10-31,343223,"Baychester","NY","New York-Newark-Jersey City","Bronx County","New York",719,444400,0.00839573405945087,0.0268022181146026,0.172250065945661,,,"2018-10","2018-Q4",444400,0,"2018-10"
2018-10-31,274612,"Mountain View","CA","San Diego-Carlsbad","San Diego County","San Diego",720,393300,0.00382848392036753,0.0202334630350195,0.108511837655017,,,"2018-10","2018-Q4",393300,0,"2018-10"
2018-10-31,270885,"Midtown","NY","New York-Newark-Jersey City","New York County","New York",721,1331700,-0.00878302940081876,-0.0243241263096198,-0.026036714693191,,,"2016-04","2016-Q2",1476500,-0.0980697595665425,"2014-10"
2018-10-31,46807,"North Quincy","MA","Boston-Cambridge-Newton","Norfolk County","Quincy",722,489400,0.00534100246507806,0.0242779405609041,0.142657016110203,,,"2018-10","2018-Q4",489400,0,"2018-10"
2018-10-31,274529,"Midvale Park","AZ","Tucson","Pima County","Tucson",723,157800,0.00701978302488832,0.022020725388601,0.080082135523614,,,"2006-08","2006-Q3",184900,-0.146565711195241,"2005-07"
2018-10-31,275109,"Puritas-Longmead","OH","Cleveland-Elyria","Cuyahoga County","Cleveland",724,66100,0.0107033639143731,0.0425867507886435,0.169911504424779,,,"2006-03","2006-Q1",87000,-0.240229885057471,"1999-04"
2018-10-31,272821,"Audubon","LA","New Orleans-Metairie","Orleans Parish","New Orleans",725,875000,-0.00838621940163191,-0.0223463687150838,-0.00477707006369427,,,"2018-04","2018-Q2",929600,-0.0587349397590361,"2017-10"
2018-10-31,268045,"Canyon Crest","CA","Riverside-San Bernardino-Ontario","Riverside County","Riverside",726,473400,-0.00378787878787879,0.00254129606099111,0.0418133802816901,,,"2006-07","2006-Q3",495200,-0.0440226171243942,"2005-10"
2018-10-31,273417,"CUF","OH","Cincinnati","Hamilton County","Cincinnati",727,127800,0.0118764845605701,0.0415647921760391,0.0703517587939698,,,"2018-10","2018-Q4",127800,0,"2018-10"
2018-10-31,273187,"Central Beaverton","OR","Portland-Vancouver-Hillsboro","Washington County","Beaverton",728,321400,0.0031210986267166,0.0031210986267166,0.0520458265139116,,,"2018-10","2018-Q4",321400,0,"2018-10"
