RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10
55,Utah,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210700,212300,214e3,214800,214800,214700,215200,215400,217600,218800,216500,213e3,210600,216e3,218600,219500,219100,224700,231e3,233700,230700,232e3,232800,237100,237100,239200,240500,244100,244400,244800,242900,244700,243900,244300,244100,247700,248800,249100,247600,248600,250900,253200,254600,258400,260100,262e3,262100,261500,263200,263e3,266500,267900,272600,275400,277400,280600,285200,289400,293e3,294600,297800,296100,297200,298400,
42,Nevada,34,249900,245700,237200,230800,220400,21e4,198900,191900,183200,175600,168100,162700,155600,145900,137600,133e3,129900,127400,125500,127300,128700,129700,130600,131400,131900,132900,133900,135300,131500,129700,126700,126900,125400,124e3,123300,123900,121900,119300,116400,116e3,114400,111900,110800,112400,113800,113400,113500,114700,116500,118100,119600,124100,126200,129300,130600,135200,138900,142300,144700,147800,151e3,154800,157e3,162300,164900,168900,168500,170300,171100,173400,175500,178100,180700,181800,181e3,176e3,175200,179100,186100,189800,190800,192800,194900,200400,201200,201900,198900,199900,202100,203500,205100,205100,206300,206800,211900,217700,218900,216500,213900,216e3,216700,216400,217200,219800,223100,223100,227400,228700,233e3,232e3,234100,239100,240900,243e3,242900,246800,248200,251100,256900,265100,273e3,275700,275800,277e3,274100,275e3,277100,
61,West Virginia,35,96e3,95800,98e3,98500,96700,94700,91800,93800,95e3,92300,92300,92300,96400,94100,94700,96800,103600,103200,101e3,99e3,100400,100700,100500,97700,96200,93400,94700,97500,96700,93400,91300,94900,98500,100400,105500,103700,98400,92500,94900,99e3,97700,98e3,97300,105e3,103600,110900,107800,109900,106300,104400,106600,106600,107500,106e3,108100,110800,113300,116200,113700,112900,109700,112400,112700,115700,116e3,117100,115900,114600,112e3,109500,109300,11e4,104600,104700,108700,115200,117200,117e3,118400,117600,12e4,121500,125e3,130400,134600,136200,129700,129900,129700,131400,132e3,134e3,134500,135e3,135900,138300,138100,135700,133800,133900,133300,132600,129700,132700,134700,139400,14e4,140800,137100,136e3,135700,136200,138200,138600,142500,147300,148900,151500,152400,156300,152100,146700,144600,146800,144100,141700,141700,
38,Nebraska,36,124100,125e3,124100,121100,119e3,119400,118600,118500,115800,115e3,113800,118800,121e3,123e3,121800,122300,122500,123500,124800,125900,123900,122800,123400,125100,127800,128100,127900,125e3,123200,125100,126100,126900,127e3,129200,131400,131e3,129900,128800,128200,127200,126600,127600,126700,127900,128900,131400,131600,132500,132800,134e3,133800,132800,132700,133600,136700,137100,135300,134600,134600,134300,133300,131900,133100,134300,136100,135500,135700,135200,136e3,134900,134200,135e3,136e3,137400,136800,137e3,137100,138700,138900,139800,140400,142100,142600,143300,143e3,142900,143100,144700,145700,146300,146700,148e3,148e3,149800,150100,151100,150500,151e3,149700,149300,146300,148900,149700,152600,152700,152900,157100,157800,159500,159e3,161200,161600,160900,159900,160500,160800,162400,162700,164300,165100,165100,166800,167400,17e4,168300,167700,165900,
20,Idaho,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165100,167700,168500,168600,165800,165700,164500,166e3,165900,167300,167600,168500,169e3,169e3,169200,169700,170500,171300,173200,175100,177100,177400,179400,181400,182600,182e3,182300,183100,184700,185200,185800,186400,186500,188300,189100,190500,190600,192100,192800,193300,194300,196e3,197900,197800,198800,199700,200500,200400,200300,203100,205100,207900,209100,212e3,214600,215400,217600,221200,228500,232200,234500,237200,240100,242300,243400,
18,Hawaii,38,406300,385400,380400,372900,388900,394e3,386900,378300,370200,383700,367300,363300,364400,368800,380200,371600,398e3,383800,381300,362300,370800,382400,377400,376900,373e3,371200,376900,370600,384600,372600,378400,364600,371400,370400,370400,373300,369700,374e3,372800,361100,354e3,340400,351100,354400,385700,389e3,384e3,367400,365100,371300,370100,369600,376900,376600,380400,381500,388200,397200,404e3,408200,414400,417500,412800,418900,412700,421500,413100,406800,396900,399100,415400,423400,426100,419900,424300,422600,429e3,425e3,430300,429300,433400,436e3,436800,432800,434e3,437800,445800,432600,429e3,425200,438700,439200,445e3,446900,447500,477300,494200,504900,478300,469900,474900,479800,482e3,489100,493800,495400,503400,508200,507400,496900,497400,504e3,512800,517900,524500,524500,522400,522900,523500,528800,527e3,522800,529200,522600,528300,542e3,,
13,Delaware,39,219500,217e3,218700,212900,211100,208600,208800,210800,205200,207200,203900,209400,206600,207200,207100,202800,202800,201100,202500,199200,195800,198400,201400,200700,198900,197400,2e5,194200,195500,194700,2e5,193400,192100,190600,195600,191600,185900,173900,171900,169300,173600,175900,180600,180800,178900,181700,183900,182400,176e3,174300,174e3,174900,178400,179400,178100,179e3,182200,184100,184e3,180400,180100,178600,180900,187600,190300,196200,196300,199300,194300,192600,182900,186e3,185900,193300,191e3,188200,187300,184200,193200,191500,193500,184800,184400,182e3,184100,186600,190100,191e3,192900,198500,197300,199e3,200500,203100,205500,206600,208200,212200,212600,215600,217e3,217e3,217400,215800,217600,221100,221900,224400,224500,223300,222200,218900,217300,213800,215700,213e3,213400,216200,224500,229e3,227700,224e3,223200,224100,223300,224500,227300,
3,Alaska,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306500,303100,298700,294700,293500,298400,299200,302400,298400,296800,287500,283400,285400,288200,293600,291600,291e3,288300,289800,288400,288100,284700,285500,282500,286500,290700,297400,302500,304600,308400,301e3,300200,298200,300100,3e5,297800,300800,
37,North Dakota,41,136900,138600,139900,138800,138300,139e3,139900,137700,138600,139300,138300,139100,139300,144200,144900,147400,147500,146500,145200,142e3,140200,141700,144100,145800,142200,144e3,145100,148700,149200,153200,152900,153800,150800,149800,149900,151900,153300,153e3,150600,150300,152700,154300,156100,154e3,155300,156300,161200,164500,165100,163100,163400,167600,172100,172700,176500,180400,186900,189700,185200,185300,185100,191e3,189100,186100,185100,184700,186800,187e3,190300,191500,197e3,201500,204100,198500,196e3,2e5,201400,204600,203700,208700,208400,210200,206600,205300,203700,208400,210100,214100,217800,220600,217300,212500,212600,213600,216100,210200,212700,214300,220300,218400,217900,215400,218400,219400,220600,218800,22e4,220500,216300,211800,216700,219e3,219700,217400,218600,219300,215900,210600,208600,203300,207500,212700,219200,221900,220500,220500,217100,
12,District of Columbia,42,392400,392100,389e3,390100,397500,391800,392900,375600,378300,368800,371300,364300,364800,365600,364800,369e3,364300,361900,358100,351900,353900,348200,361900,353800,344500,337600,345800,348700,349100,365100,383100,383400,383100,390200,407200,391800,377600,360500,359400,369e3,364e3,369900,369200,375800,372e3,373400,375400,377100,365e3,364800,379400,392200,401200,403e3,410100,414600,416300,425700,435900,449700,440600,443300,434900,441500,441700,445e3,456600,451800,454700,449600,453900,451700,454500,459400,468800,474e3,479600,478600,473200,473600,476900,477e3,482800,480800,491100,490200,494600,497900,492900,496900,494500,498600,495700,499800,495900,508e3,501400,507500,503800,505700,507e3,512600,518500,530700,527600,531400,532e3,529700,536300,527600,528400,522800,528400,521900,519900,514e3,511200,514800,514500,521800,517700,526400,530500,528900,530100,523200,518200,513300
